college-stub	department-stub	program-stub	college-name-short	department-name	program-name	program-url
		075ed00ca728d60dfcb934660ef7de27		Mechanical Engineering - PhD	/content/mechanical-engineering-phd
		616b33cc78ac9c6f7e64585e996b0646		Media and Performance Studies - MA	/content/media-and-performance-studies-ma
		753b5dbfca8f316321ee3c552f25b3fa		Microbiology and Molecular Biology - MS	/content/microbiology-and-molecular-biology-ms
		410ba91930923cfc3c7d0f98261c78b5		Microbiology and Molecular Biology - PhD	/content/microbiology-and-molecular-biology-phd
		407687c93a73bf4f7f4002b1b7b80500		Museum Practices - Certificate	/content/museum-practices-certificate
		02a085af6bef93ba1c4214628aee9583		Music - MA	/content/music-ma
		4aaefdaf946822ba5a5d78960f0e8d22		Music - MM	/content/music-mm
		f8f8d77d757b8e73e0774b7d94102629		Neuroscience - MS	/content/neuroscience-ms
		175fbc59b55118fba025715821eaecfd		Neuroscience - PhD	/content/neuroscience-phd
		ab9ef4849700f520330843e30d58ae79		Nursing - MS	/content/nursing-ms
		345090374fdffb6faff31447ad2a931b		Nutritional Science and Dietetics - MS	/content/nutritional-science-and-dietetics-ms
		2c008d93ed843e3b3f9fab1bd9172dd4		Physics - MS	/content/physics-ms
		4d92fc5946f1ed67a33a0a6320bef994		Physics - PhD	/content/physics-phd
		c7550116b6570e80837efa99ed16163e		Physics and Astronomy - PhD	/content/physics-and-astronomy-phd
		5c4bffb97a78bcb02ae5429c845fe72f		Physiology and Developmental Biology - MS	/content/physiology-and-developmental-biology-ms
		74961a1da6f5474bb5897e3cfce41465		Physiology and Developmental Biology - PhD	/content/physiology-and-developmental-biology-phd
		d66635737a4f54d70a162b37c324726f		Portuguese - MA	/content/portuguese-ma
		ab20155f4921d462cf6b12a94e6b7a70		Psychology - Clinical - PhD	/content/psychology-clinical-phd
		4007d90a74d7b4f63b1e90461f6fb898		Psychology - PhD	/content/psychology-phd
		4e01148218e79aa150aa1182a9647b5f		Public Administration - Executive Program - MPA	/content/public-administration-executive-program-mpa
		9e9f76ea2f605df74063840958647506		Public Administration - MPA	/content/public-administration-mpa
		913f849f0df455b1592497782ee02660		Public Health - MPH	/content/public-health-mph
		2fd5e453164cea54bdd4fb9985938cd6		Religious Education - MA	/content/religious-education-ma
		753d879b7eb688e8f197649b20ef47ac		Religous Studies - Military Chaplaincy - MA	/content/religous-studies-military-chaplaincy-ma
		3be55f07bc07baee58e0865daf04e712		School Psychology - EdS	/content/school-psychology-eds
		6ae08e4defac9155e7712c394b448b32		Second Language Teaching (SLaT) - MA	/content/second-language-teaching-slat-ma
		2de1a76eac367b088e1ec47db62eeae3		Social Work - MSW	/content/social-work-msw
		2525196fa8c36cbfe8e9dfc4ae5b06a7		Sociology - MS	/content/sociology-ms
		f041d471e8db8f532f0d05115546891b		Spanish - MA	/content/spanish-ma
		d517480457f7b1ac0553ff2215590627		Special Education - MS	/content/special-education-ms
		5c72e73f44c64f2a140e97f755555c3f		Statistics - MS	/content/statistics-ms
		80837f5416a0a7b0f82b8f78e2b05834		Studio Art - MFA	/content/studio-art-mfa
		ead52b7ff810d02cbc5b3fa3c7c82460		Teacher Education - MA	/content/teacher-education-ma
		18f98d40bcc4ff058a370341dcbc5d02		Teaching English to Speakers of Other Languages - MA	/content/teaching-english-speakers-other-languages-ma
		2fc94c37520492f0d6231a46bddcf75d		Technology - MS	/content/technology-ms
		48e24784dccc61fd03b95e35bd91dbbc		Wildlife and Wildlands Conservation - MS	/content/wildlife-and-wildlands-conservation-ms
		747444fed9dc70a335faf731ab469d08		Wildlife and Wildlands Conservation - PhD	/content/wildlife-and-wildlands-conservation-phd
		8e8ea45ebf7d366f5ee14729919b34cb		Youth and Family Recreation - MS	/content/youth-and-family-recreation-ms
